ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,age,age_desc,urbanization,urbanization_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
317,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,2012,M,Male,Y_GE12,12 years old and over,_T,All areas,4.2,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.,2017,"sex, age, urbanization",1
318,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",12,Algeria,DZA,2.678164227,28.15940032,Northern Africa and Western Asia,2012,F,Female,Y_GE12,12 years old and over,_T,All areas,5.7,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Survey on time use of Algerians – ENET 2012 to apply ICATUS.,2017,"sex, age, urbanization",1
319,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2000,F,Female,Y_GE10,10 years old and over,_T,All areas,6.6,HR,Hours,CA,Country adjusted data,G,Global,"Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the National Time Use Study to apply ICATUS.,2017,"sex, age, urbanization",
320,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",642,Romania,ROU,24.98481009,45.83893563,Europe and Northern America,2000,M,Male,Y_GE10,10 years old and over,_T,All areas,5.2,HR,Hours,CA,Country adjusted data,G,Global,"Paid work does not include commuting to/from work;",Calculated by UNSD based on available country data from the National Time Use Study to apply ICATUS.,2017,"sex, age, urbanization",
321,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,F,Female,Y_GE12,12 years old and over,_T,All areas,9.86,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",
322,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,M,Male,Y_GE12,12 years old and over,_T,All areas,8.17,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",
323,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,F,Female,Y_GE15,15 years old and over,_T,All areas,10.4,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
324,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,M,Male,Y_GE15,15 years old and over,_T,All areas,8.68,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
325,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,F,Female,Y15T24,15 to 24 years old,_T,All areas,7.65,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
326,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,M,Male,Y15T24,15 to 24 years old,_T,All areas,6.21,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
327,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,F,Female,Y25T44,25 to 44 years old,_T,All areas,13.21,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
328,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,M,Male,Y25T44,25 to 44 years old,_T,All areas,10.62,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
329,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,F,Female,Y45T54,45 to 54 years old,_T,All areas,11.22,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
330,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,M,Male,Y45T54,45 to 54 years old,_T,All areas,9.98,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
331,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,F,Female,Y55T64,55 to 64 years old,_T,All areas,9.28,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
332,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,M,Male,Y55T64,55 to 64 years old,_T,All areas,8.66,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
333,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,F,Female,Y_GE65,65 years old and over,_T,All areas,5.75,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
334,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2009,M,Male,Y_GE65,65 years old and over,_T,All areas,5.7,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2009 to apply ICATUS.,2017,"sex, age, urbanization",1
335,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2014,F,Female,Y_GE12,12 years old and over,_T,All areas,9.99,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2014 to apply ICATUS.,2017,"sex, age, urbanization",1
336,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",484,Mexico,MEX,-102.5148166,23.93378032,Latin America and the Caribbean,2014,M,Male,Y_GE12,12 years old and over,_T,All areas,8.53,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2014 to apply ICATUS.,2017,"sex, age, urbanization",1
337,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2017,F,Female,Y_GE12,12 years old and over,_T,All areas,7.69,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2017 to apply ICATUS.,2017,"sex, age, urbanization",1
338,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2017,M,Male,Y_GE12,12 years old and over,_T,All areas,7.5,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National time use survey 2017 to apply ICATUS.,2017,"sex, age, urbanization",1
339,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2014,F,Female,Y_GE15,15 years old and over,_T,All areas,7,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
340,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2009,F,Female,Y_GE15,15 years old and over,_T,All areas,7.31,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
341,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2003,F,Female,Y_GE15,15 years old and over,_T,All areas,7.37,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
342,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,2013,F,Female,Y_GE15,15 years old and over,_T,All areas,7.04,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
343,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2014,M,Male,Y_GE15,15 years old and over,_T,All areas,5.93,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
344,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2009,M,Male,Y_GE15,15 years old and over,_T,All areas,6.25,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
345,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",380,Italy,ITA,12.57022427,42.79917282,Europe and Northern America,2003,M,Male,Y_GE15,15 years old and over,_T,All areas,6.14,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",
346,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",170,Colombia,COL,-73.07446751,3.888209046,Latin America and the Caribbean,2013,M,Male,Y_GE15,15 years old and over,_T,All areas,6.97,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the National Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
347,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2000,F,Female,Y_GE15,15 years old and over,_T,All areas,6.52,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Overall Monitoring of Annual National Indicators Survey to apply ICATUS.,2017,"sex, age, urbanization",
348,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",512,Oman,OMN,57.87743482,21.98805614,Northern Africa and Western Asia,2000,M,Male,Y_GE15,15 years old and over,_T,All areas,6.55,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Overall Monitoring of Annual National Indicators Survey to apply ICATUS.,2017,"sex, age, urbanization",
349,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,2009,F,Female,Y_GE10,10 years old and over,_T,All areas,6.98,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Pilot Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
350,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,2009,M,Male,Y_GE10,10 years old and over,_T,All areas,6.63,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Pilot Time Use Survey to apply ICATUS.,2017,"sex, age, urbanization",1
351,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2014,F,Female,Y_GE15,15 years old and over,R,Rural,8.67,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2014 Time-use survey to apply ICATUS.,2017,"sex, age, urbanization",1
352,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2014,M,Male,Y_GE15,15 years old and over,R,Rural,8,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the 2014 Time-use survey to apply ICATUS.,2017,"sex, age, urbanization",1
353,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2011,F,Female,Y_GE10,10 years old and over,R,Rural,8.03,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.,2017,"sex, age, urbanization",1
354,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2011,M,Male,Y_GE10,10 years old and over,R,Rural,5.4,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.,2017,"sex, age, urbanization",1
355,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2011,F,Female,Y_GE65,65 years old and over,R,Rural,5.85,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.,2017,"sex, age, urbanization",1
356,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",8,Albania,ALB,20.06660928,41.13897007,Europe and Northern America,2011,M,Male,Y_GE65,65 years old and over,R,Rural,3.82,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Albanian time use survey (ATUS) 2010-2011 to apply ICATUS.,2017,"sex, age, urbanization",1
357,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,F,Female,Y_GE10,10 years old and over,R,Rural,7.4,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
358,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,M,Male,Y_GE10,10 years old and over,R,Rural,6.1,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
359,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,F,Female,Y_GE15,15 years old and over,R,Rural,8.16,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
360,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,M,Male,Y_GE15,15 years old and over,R,Rural,6.92,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
361,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,F,Female,Y15T24,15 to 24 years old,R,Rural,6.74,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
362,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,M,Male,Y15T24,15 to 24 years old,R,Rural,4.95,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
363,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,F,Female,Y25T44,25 to 44 years old,R,Rural,8.97,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
364,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,M,Male,Y25T44,25 to 44 years old,R,Rural,8.31,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
365,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,F,Female,Y45T54,45 to 54 years old,R,Rural,9.8,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
366,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,M,Male,Y45T54,45 to 54 years old,R,Rural,7.96,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
367,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,F,Female,Y55T64,55 to 64 years old,R,Rural,8.69,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
368,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,M,Male,Y55T64,55 to 64 years old,R,Rural,7.96,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
369,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,F,Female,Y_GE65,65 years old and over,R,Rural,6.69,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
370,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",120,Cameroon,CMR,12.7419827,5.692387031,Sub-Saharan Africa,2014,M,Male,Y_GE65,65 years old and over,R,Rural,6.1,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid domestic work includes time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Fourth Cameroon Household Survey ECAM 4 to apply ICATUS.,2017,"sex, age, urbanization",1
371,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,2008,F,Female,Y15T49,15 to 49 years old,R,Rural,10.1,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Malian Survey on Time Use to apply ICATUS.,2017,"sex, age, urbanization",1
372,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",466,Mali,MLI,-3.522016039,17.35311254,Sub-Saharan Africa,2008,M,Male,Y15T49,15 to 49 years old,R,Rural,6.3,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Malian Survey on Time Use to apply ICATUS.,2017,"sex, age, urbanization",1
373,I.2,Ic62a19e8,"Average number of hours spent on total work (total work burden), by sex",Sad2e1d29,"Average number of hours spent on total work combined (total work burden), by sex",450,Madagascar,MDG,46.6982339,-19.38514785,Sub-Saharan Africa,2001,F,Female,_T,All age ranges or no breakdown by age,R,Rural,7.5,HR,Hours,CA,Country adjusted data,G,Global,"Time on unpaid work does not include time spent on community or volunteer work;",Calculated by UNSD based on available country data from the Module on the use of time to apply ICATUS.,2017,"sex, age, urbanization",1
