ObjectId,indicator_label,indicator_id,indicator_desc,minset_series,minset_series_desc,ref_area,ref_area_desc,iso3,x,y,sdg_region,time_period,sex,sex_desc,obs_value,unit_measure,unit_measure_desc,nature,nature_desc,reporting_type,reporting_type_desc,comment_obs,source_detail,source_year,dimensions,is_latest_year
1738,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,21,Northern America,,,,Europe and Northern America,2018,F,Female,39.51,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1739,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,2009,F,Female,39.52,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1740,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2011,F,Female,39.52,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
1741,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,591,Panama,PAN,-81.26616623,8.450965746,Latin America and the Caribbean,2003,F,Female,39.53,PT,Percent,C,Country data,G,Global,Data reference period: August,LFS - Labour Market Survey,2021,sex,
1742,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,2015,F,Female,39.55,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1743,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2015,F,Female,39.56,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,LFS - Current Population Survey,2021,sex,
1744,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,2015,F,Female,39.57,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",LFS - Labour Force Survey,2021,sex,
1745,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,2013,F,Female,39.58,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1746,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,2018,F,Female,39.59,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,2021,sex,
1747,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,2003,F,Female,39.6,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",LFS - Labour Force Survey,2021,sex,
1748,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,2015,F,Female,39.61,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1749,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,2015,F,Female,39.61,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1750,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,2016,F,Female,39.64,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,2021,sex,
1751,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,591,Panama,PAN,-81.26616623,8.450965746,Latin America and the Caribbean,2004,F,Female,39.64,PT,Percent,C,Country data,G,Global,Data reference period: August,LFS - Labour Market Survey,2021,sex,
1752,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,2013,F,Female,39.69,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1753,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2016,F,Female,39.74,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,LFS - Current Population Survey,2021,sex,
1754,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2012,F,Female,39.75,PT,Percent,C,Country data,G,Global,Population coverage: Excluding both institutional population and armed forces and/or conscripts,LFS - Sample Survey of Employment,2021,sex,
1755,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,2011,F,Female,39.78,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
1756,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,348,Hungary,HUN,19.41221519,47.1651448,Europe and Northern America,2014,F,Female,39.82,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1757,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,780,Trinidad and Tobago,TTO,-61.29389504,10.41877263,Latin America and the Caribbean,2001,F,Female,39.85,PT,Percent,C,Country data,G,Global,,LFS - Continuous Sample Survey of the Population,2021,sex,
1758,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,2017,F,Female,39.88,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,2021,sex,
1759,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,2006,F,Female,39.88,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts | Break in series: Methodology revised,LFS - Household Labour Force Survey,2021,sex,
1760,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,372,Ireland,IRL,-7.121425272,53.25274054,Europe and Northern America,2008,F,Female,39.89,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1761,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,2014,F,Female,39.89,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1762,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,2012,F,Female,39.9,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1763,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,516,Namibia,NAM,17.21907885,-22.13817068,Sub-Saharan Africa,2016,F,Female,39.9,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
1764,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,44,Bahamas,BHS,-78.05111663,24.69546597,Latin America and the Caribbean,2001,F,Female,39.94,PT,Percent,C,Country data,G,Global,Data reference period: April | Population coverage: Excluding armed forces and/or conscripts,LFS - Labour Force & Household Survey,2021,sex,
1765,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,2008,F,Female,39.95,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts | Break in series: Methodology revised,LFS - Household Labour Force Survey,2021,sex,1
1766,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,2007,F,Female,39.97,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts | Break in series: Methodology revised,LFS - Household Labour Force Survey,2021,sex,
1767,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,513,Europe and Northern America,,,,Europe and Northern America,2010,F,Female,36.79,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1768,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2013,F,Female,36.81,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - National Household Survey,2021,sex,
1769,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,188,Costa Rica,CRI,-84.19712782,9.970998683,Latin America and the Caribbean,2017,F,Female,36.82,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - National Household Survey,2021,sex,
1770,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,513,Europe and Northern America,,,,Europe and Northern America,2012,F,Female,36.82,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1771,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,84,Belize,BLZ,-88.70199554,17.19965901,Latin America and the Caribbean,2016,F,Female,38.66,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
1772,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,826,United Kingdom of Great Britain and Northern Ireland,GBR,-2.23830539,53.27691757,Europe and Northern America,2019,F,Female,36.83,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,1
1773,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,840,United States of America,USA,-99.13830311,39.5277871,Europe and Northern America,2002,F,Female,36.83,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,LFS - Current Population Survey,2021,sex,
1774,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,352,Iceland,ISL,-19.02116966,64.79134763,Europe and Northern America,2013,F,Female,37.56,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1775,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,2014,F,Female,38.67,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - Continuous National Household Sample Survey,2021,sex,
1776,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,250,France,FRA,2.457288129,46.62660861,Europe and Northern America,2005,F,Female,37.59,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
1777,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,752,Sweden,SWE,14.3775338,60.60103109,Europe and Northern America,2018,F,Female,38.1,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation | Break in series: Methodology revised,LFS - EU Labour Force Survey,2021,sex,
1778,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2007,F,Female,38.68,PT,Percent,C,Country data,G,Global,Age coverage - maximum age: 72 years old,LFS - Labour Force Survey,2021,sex,
1779,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,53,Australia and New Zealand,,,,Australia and New Zealand,2014,F,Female,36.84,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1780,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,21,Northern America,,,,Europe and Northern America,2009,F,Female,37.59,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1781,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2003,F,Female,38.69,PT,Percent,C,Country data,G,Global,Age coverage - maximum age: 72 years old,LFS - Labour Force Survey,2021,sex,
1782,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,513,Europe and Northern America,,,,Europe and Northern America,2019,F,Female,38.11,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
1783,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,643,Russian Federation,RUS,99.01404926,61.61899849,Europe and Northern America,2015,F,Female,38.69,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
1784,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,591,Panama,PAN,-81.26616623,8.450965746,Latin America and the Caribbean,2002,F,Female,37.61,PT,Percent,C,Country data,G,Global,Data reference period: August,LFS - Labour Market Survey,2021,sex,
1785,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2013,F,Female,36.87,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - National Labour Force Survey,2021,sex,
1786,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,513,Europe and Northern America,,,,Europe and Northern America,2011,F,Female,36.88,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1787,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,192,Cuba,CUB,-79.54460144,22.10030366,Latin America and the Caribbean,2010,F,Female,38.12,PT,Percent,C,Country data,G,Global,Age coverage - minimum age: 17 years old,LFS - National Employment Survey,2021,sex,1
1788,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,53,Australia and New Zealand,,,,Australia and New Zealand,2017,F,Female,38.7,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1789,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,246,Finland,FIN,23.308447,61.91586738,Europe and Northern America,2019,F,Female,36.89,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,1
1790,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,440,Lithuania,LTU,23.90517807,55.33680309,Europe and Northern America,2007,F,Female,38.12,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1791,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,21,Northern America,,,,Europe and Northern America,2007,F,Female,37.61,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1792,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,233,Estonia,EST,25.84093481,58.68487172,Europe and Northern America,2001,F,Female,36.9,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1793,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2009,F,Female,38.71,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Data reference period: Noncalendar year,LFS - Labour Force Survey,2021,sex,
1794,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,600,Paraguay,PRY,-60.54854225,-21.70216237,Latin America and the Caribbean,2015,F,Female,38.71,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - Continous Household Survey,2021,sex,
1795,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,2002,F,Female,38.71,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1796,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,35,South-Eastern Asia,,,,Eastern and South-Eastern Asia,2012,F,Female,38.71,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1797,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2009,F,Female,38.77,PT,Percent,C,Country data,G,Global,Population coverage: Excluding both institutional population and armed forces and/or conscripts,LFS - Sample Survey of Employment,2021,sex,
1798,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2011,F,Female,38.78,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
1799,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,150,Europe,,,,Europe and Northern America,2019,F,Female,36.91,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,1
1800,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,268,Georgia,GEO,43.3713615,42.04813028,Northern Africa and Western Asia,2015,F,Female,38.79,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,HS - Integrated Household Survey,2021,sex,
1801,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,496,Mongolia,MNG,103.0728057,46.83892054,Eastern and South-Eastern Asia,2010,F,Female,37.62,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Labour Force Survey,2021,sex,
1802,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,21,Northern America,,,,Europe and Northern America,2011,F,Female,38.14,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1803,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,513,Europe and Northern America,,,,Europe and Northern America,2018,F,Female,37.63,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1804,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,124,Canada,CAN,-101.6575058,57.72360191,Europe and Northern America,2007,F,Female,36.92,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding indigenous population",LFS - Labour Force Survey,2021,sex,
1805,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,53,Australia and New Zealand,,,,Australia and New Zealand,2018,F,Female,38.16,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1806,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,214,Dominican Republic,DOM,-70.49847576,18.89832088,Latin America and the Caribbean,2006,F,Female,37.66,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - National Labour Force Survey,2021,sex,
1807,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,616,Poland,POL,19.40660158,52.1226733,Europe and Northern America,2014,F,Female,38.81,PT,Percent,C,Country data,G,Global,Repository: Eurostat special tabulation,LFS - EU Labour Force Survey,2021,sex,
1808,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,554,New Zealand,NZL,170.4755673,-43.98721568,Australia and New Zealand,2000,F,Female,38.18,PT,Percent,C,Country data,G,Global,Population coverage: Excluding armed forces and/or conscripts | Break in series: Methodology revised,LFS - Household Labour Force Survey,2021,sex,
1809,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,36,Australia,AUS,134.3499412,-25.57717202,Australia and New Zealand,2015,F,Female,37.69,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Working time arrangement coverage: Full-time and part time workers",LFS - Labour Force Survey,2021,sex,
1810,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,426,Lesotho,LSO,28.25362195,-29.58041814,Sub-Saharan Africa,2006,F,Female,36.94,PT,Percent,C,Country data,G,Global,Data reference period: April | Age coverage - minimum age: 10 years old,PC - Population Census,2021,sex,
1811,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,419,Latin America and the Caribbean,,,,Latin America and the Caribbean,2018,F,Female,38.82,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1812,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,419,Latin America and the Caribbean,,,,Latin America and the Caribbean,2010,F,Female,36.94,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1813,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,222,El Salvador,SLV,-88.86862995,13.73603564,Latin America and the Caribbean,2014,F,Female,38.19,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing | Age coverage - minimum age: 16 years old,HS - Multi-purpose Household Survey,2021,sex,
1814,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,398,Kazakhstan,KAZ,66.65359159,48.01963494,Central and Southern Asia,2017,F,Female,36.96,PT,Percent,C,Country data,G,Global,Employment definition: Excluding own-use production workers | Population coverage: Excluding both institutional population and armed forces and/or conscripts,LFS - Sample Survey of Employment,2021,sex,1
1815,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,21,Northern America,,,,Europe and Northern America,2013,F,Female,37.71,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
1816,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,68,Bolivia (Plurinational State of),BOL,-64.66224284,-16.71273412,Latin America and the Caribbean,2018,F,Female,38.84,PT,Percent,C,Country data,G,Global,Repository: ILO-STATISTICS - Micro data processing,LFS - Continuous Employment Survey,2021,sex,
1817,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,804,Ukraine,UKR,31.40270802,49.00735945,Europe and Northern America,2005,F,Female,38.2,PT,Percent,C,Country data,G,Global,"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts | Age coverage - maximum age: 70 years old",LFS - Labour Force Survey,2021,sex,
1818,IV.3,I6b4d10a8,Proportion of women in managerial positions,S6b4d10a8,Proportion of women in managerial positions,21,Northern America,,,,Europe and Northern America,2014,F,Female,37.73,PT,Percent,M,Modeled data,G,Global,,"ILO modelled estimates, November 2020, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.",2021,sex,
